黑龙江省北大荒建三江知青基金会,,47.25651,132.63704,黑龙江省佳木斯市富锦市胜利大街,230882,中国,黑龙江省,佳木斯市,富锦市,胜利大街
中华农业科教基金会(农展馆北路),麦子店街20号,39.94589,116.46677,北京市朝阳区农展馆北路麦子店街20号,110105,中国,北京市,北京市,朝阳区,农展馆北路
中华健康快车基金会,东四十条22号,39.93279,116.43062,北京市东城区东四十条22号,110101,中国,北京市,北京市,东城区,东四十条
初保基金会,,39.8952,116.60505,北京市朝阳区双桥东路,110105,中国,北京市,北京市,朝阳区,双桥东路
中华环境保护基金会,广渠门内大街16号,39.89332,116.43275,北京市东城区广渠门内大街16号,110101,中国,北京市,北京市,东城区,广渠门内大街
温商联盟文化基金会,建外大街甲6号,39.90608,116.45678,北京市朝阳区通惠河北路建外大街甲6号,110105,中国,北京市,北京市,朝阳区,通惠河北路
敦和基金会,国子监街102号,39.94527,116.4107,北京市东城区国子监街102号,110101,中国,北京市,北京市,东城区,国子监街
华民慈善基金会,西总布胡同33号,39.9122,116.42518,北京市东城区西总布胡同33号,110101,中国,北京市,北京市,东城区,西总布胡同
爱佑慈善基金会,朝阳门外大街乙12号,39.92313,116.44218,北京市朝阳区朝外南街朝阳门外大街乙12号,110105,中国,北京市,北京市,朝阳区,朝外南街
中华环境保护基金会可持续发展专项基金管理委员会,高原街甲10号,39.98557,116.42882,北京市朝阳区高原街甲10号,110105,中国,北京市,北京市,朝阳区,高原街
陈香梅公益基金会,黄图岗胡同38号,39.92085,116.40959,北京市东城区黄图岗胡同38号,110101,中国,北京市,北京市,东城区,黄图岗胡同
希贤教育基金会,,40.04218,116.49663,北京市朝阳区顺白路,110105,中国,北京市,北京市,朝阳区,顺白路
中华社会文化发展基金会至爱无声公益基金,建国门外大街14号,39.90761,116.44353,北京市朝阳区建国门外大街14号,110105,中国,北京市,北京市,朝阳区,建国门外大街
美国中华医学基金会,建国路77号,39.90957,116.48111,北京市朝阳区建国路77号,110105,中国,北京市,北京市,朝阳区,建国路
国际绿色产业发展组织基金会,,39.9453,116.46565,北京市朝阳区农展馆北路,110105,中国,北京市,北京市,朝阳区,农展馆北路
新华基金会,将台西路9号,39.97443,116.47514,北京市朝阳区芳园西路将台西路9号,110105,中国,北京市,北京市,朝阳区,芳园西路
互联网基金会,朝阳北路235号,39.92217,116.45887,北京市朝阳区向军南里二巷朝阳北路235号,110105,中国,北京市,北京市,朝阳区,向军南里二巷
亚太交流兴合作基金会北京联络处,东方东路22号院,39.95191,116.46538,北京市朝阳区亮马桥北街东方东路22号院,110105,中国,北京市,北京市,朝阳区,亮马桥北街
中华农业科教基金会(馆南路),,39.93931,116.46873,北京市朝阳区麦子店街,110105,中国,北京市,北京市,朝阳区,麦子店街
南都公益基金会,朝阳门外大街甲6号,39.91955,116.45669,北京市朝阳区朝阳门外大街甲6号,110105,中国,北京市,北京市,朝阳区,朝阳门外大街
惠民医药卫生事业发展基金会,崇文门外大街9号,39.89552,116.41815,北京市东城区崇文门外大街9号,110101,中国,北京市,北京市,东城区,崇文门外大街
中华全国体育基金会,体育馆路4号,39.88432,116.42671,北京市东城区体育馆西路体育馆路4号,110101,中国,北京市,北京市,东城区,体育馆西路
中华国际医学交流基金会金十字计划工作委员会,,39.92321,116.41525,北京市东城区大豆腐巷,110101,中国,北京市,北京市,东城区,大豆腐巷
比利时达米恩基金会,亮马桥路42号,39.9514,116.46982,北京市朝阳区亮马桥路42号,110105,中国,北京市,北京市,朝阳区,亮马桥路
中文华夏艺术投资基金会,,39.90243,116.41192,北京市东城区东交民巷,110101,中国,北京市,北京市,东城区,东交民巷
中美亚慈善基金会,,39.88191,116.44734,北京市朝阳区劲松路,110105,中国,北京市,北京市,朝阳区,劲松路
中美亚文化发展基金会,,39.88191,116.44734,北京市朝阳区劲松路,110105,中国,北京市,北京市,朝阳区,劲松路
中华环境保护基金会清洁发展基金,广渠门内大街16号,39.89332,116.43275,北京市东城区广渠门内大街16号,110101,中国,北京市,北京市,东城区,广渠门内大街
亚洲基金会(香港),建国门内大街18号,39.90763,116.4286,北京市东城区建国门内大街18号,110101,中国,北京市,北京市,东城区,建国门内大街
首都爱心公益基金会交流中心,,39.87761,116.5452,北京市朝阳区古塔北路,110105,中国,北京市,北京市,朝阳区,古塔北路
青少年公益基金会,,39.99236,116.4568,北京市朝阳区望京西路,110105,中国,北京市,北京市,朝阳区,望京西路
李可染艺术基金会,,39.86762,116.48113,北京市朝阳区弘燕东路,110105,中国,北京市,北京市,朝阳区,弘燕东路
首都文明工程基金会,广渠门内大街88号,39.89269,116.42136,北京市东城区广渠门内大街88号,110101,中国,北京市,北京市,东城区,广渠门内大街
中华国际医学交流基金会金十字计划工作委员会(后拐棒胡同),朝阳门内大街188号,39.92373,116.42431,北京市东城区朝阳门内大街188号,110101,中国,北京市,北京市,东城区,朝阳门内大街
智行基金会,建国路93号院,39.91009,116.47214,北京市朝阳区建国路93号院,110105,中国,北京市,北京市,朝阳区,建国路
启明公益基金会,,39.87135,116.58144,北京市朝阳区绿丰家园东路,110105,中国,北京市,北京市,朝阳区,绿丰家园东路
中华文学基金会,东土城路13号,39.95064,116.4312,北京市朝阳区东土城路13号,110105,中国,北京市,北京市,朝阳区,东土城路
蔡冠深基金会,将台西路9号,39.97443,116.47514,北京市朝阳区芳园西路将台西路9号,110105,中国,北京市,北京市,朝阳区,芳园西路
翰名教育科学基金会,新中西街2号,39.93317,116.43813,北京市东城区工人体育场北路新中西街2号,110101,中国,北京市,北京市,东城区,工人体育场北路
无国界爱心公益基金会(刘家窑分中心),顺三条21号,39.85631,116.42834,北京市丰台区宋庄路顺三条21号,110106,中国,北京市,北京市,丰台区,宋庄路
北京和平发展基金会,,39.81911,116.48679,北京市朝阳区博大路,110105,中国,北京市,北京市,朝阳区,博大路
吴阶平医学基金会皮肤病专家学术委员会,,39.90529,116.49872,北京市朝阳区惠河南街,110105,中国,北京市,北京市,朝阳区,惠河南街
友成企业家扶贫基金会,新源南路6号,39.94779,116.45455,北京市朝阳区新源南路6号,110105,中国,北京市,北京市,朝阳区,新源南路
华夏中医药发展基金会,,39.90021,116.4839,北京市朝阳区百子湾南二路,110105,中国,北京市,北京市,朝阳区,百子湾南二路
宋庆龄基金会野生生物保护基金管理委员会,小营路10号,39.99515,116.42464,北京市朝阳区小营路10号,110105,中国,北京市,北京市,朝阳区,小营路
爱慕公益基金会,望京北路10号,40.01298,116.46817,北京市朝阳区望京北路10号,110105,中国,北京市,北京市,朝阳区,望京北路
荒漠化基金会,,39.89263,116.43739,北京市东城区广渠门内大街,110101,中国,北京市,北京市,东城区,广渠门内大街
国际爱护动物基金会,亮马河南路14号,39.94553,116.45123,北京市朝阳区亮马河南路14号,110105,中国,北京市,北京市,朝阳区,亮马河南路
保护国际基金会,工人体育场北路甲2号,39.93272,116.4585,北京市朝阳区工人体育场北路甲2号,110105,中国,北京市,北京市,朝阳区,工人体育场北路
伯尔基金会,新中西街8号,39.93309,116.43878,北京市东城区工人体育场北路新中西街8号,110101,中国,北京市,北京市,东城区,工人体育场北路
启行基金会,东三环中路20号,39.89478,116.46241,北京市朝阳区东柏街东三环中路20号,110105,中国,北京市,北京市,朝阳区,东柏街
兰花草基金会,,39.99236,116.4568,北京市朝阳区望京西路,110105,中国,北京市,北京市,朝阳区,望京西路
慈慧公益基金会,,39.94389,116.44922,北京市朝阳区新东路,110105,中国,北京市,北京市,朝阳区,新东路
中国互联网发展基金会(东区),,39.92205,116.45851,北京市朝阳区朝阳北路,110105,中国,北京市,北京市,朝阳区,朝阳北路
北京妇女儿童发展基金会曾敏杰杨浩联爱基金办公室,望京北路51号,40.00894,116.45723,北京市朝阳区望京北路51号,110105,中国,北京市,北京市,朝阳区,望京北路
立德未来助学公益基金会美丽中国项目办公室,朝阳门外大街乙12号,39.9231,116.44146,北京市朝阳区朝外市场街朝阳门外大街乙12号,110105,中国,北京市,北京市,朝阳区,朝外市场街
中国拥军拥属基金会军地工学管理办公室,南磨房路36号,39.88494,116.46721,北京市朝阳区南磨房路36号,110105,中国,北京市,北京市,朝阳区,南磨房路
Cnature基金会(中国)办公室,酒仙桥北路2号,39.98752,116.49256,北京市朝阳区酒仙桥北路2号,110105,中国,北京市,北京市,朝阳区,酒仙桥北路
河北省悦盛公益慈善基金会,,39.55103,116.72232,河北省廊坊市广阳区北凤道,131003,中国,河北省,廊坊市,广阳区,北凤道
中国宋庆龄基金会·通州基地,,39.74745,116.72892,北京市通州区张凤路,110112,中国,北京市,北京市,通州区,张凤路
中国老龄事业发展基金会寸草心敬老志愿者联盟沧州分会,行署西街3号,38.30376,116.8493,河北省沧州市运河区解放西路行署西街3号,130903,中国,河北省,沧州市,运河区,解放西路
河北省爱心扶老助残基金会,普照大街86号,37.87179,116.54422,河北省沧州市东光县普照大街86号,130923,中国,河北省,沧州市,东光县,普照大街
山东省送温暖工程基金会,小纬二路14号,36.66277,116.99662,山东省济南市市中区纬二路小纬二路14号,370103,中国,山东省,济南市,市中区,纬二路
山东省残疾人福利基金会,铜元局前街48号,36.66826,117.01561,山东省济南市天桥区铜元局前街48号,370105,中国,山东省,济南市,天桥区,铜元局前街
山东省老龄事业发展基金会,经十路20637号,36.64887,117.00426,山东省济南市市中区胜利大街经十路20637号,370103,中国,山东省,济南市,市中区,胜利大街
山东省儿童少年福利基金会,,36.64526,116.99792,山东省济南市市中区经十一路,370103,中国,山东省,济南市,市中区,经十一路
中国关心下一代健康体育基金会城乡青少年健康基金山东省办事处,土屋路18号,36.61455,117.00689,山东省济南市市中区土屋路18号,370103,中国,山东省,济南市,市中区,土屋路
吴阶平医学基金会山东生殖健康服务中心齐河分中心,齐鲁大街280号,36.79103,116.76015,山东省德州市齐河县齐鲁大街280号,371425,中国,山东省,德州市,齐河县,齐鲁大街
中国孔子基金会秘书处,舜耕路46号,36.6209,117.01857,山东省济南市市中区历阳大街舜耕路46号,370103,中国,山东省,济南市,市中区,历阳大街
孔子旅游集团有限公司,,35.58929,116.99713,山东省济宁市曲阜市静轩中路,370881,中国,山东省,济宁市,曲阜市,静轩中路
孔子教育基金会,静轩西路57号,35.593,116.9704,山东省济宁市曲阜市西宾路静轩西路57号,370881,中国,山东省,济宁市,曲阜市,西宾路
济宁市残疾人福利基金会,小教场街10号,35.41355,116.58609,山东省济宁市任城区红星中路小教场街10号,370811,中国,山东省,济宁市,任城区,红星中路
峄庄乡农村合作基金会,,35.14658,117.0211,山东省枣庄市滕州市,370481,中国,山东省,枣庄市,滕州市,
安徽省濉溪县佛教慈善基金会,,33.90756,116.78682,安徽省淮北市濉溪县浍河路,340621,中国,安徽省,淮北市,濉溪县,浍河路
中国文物保护基金会古陶瓷数据库中心,,33.95604,116.81748,安徽省淮北市相山区人民中路,340603,中国,安徽省,淮北市,相山区,人民中路
安徽怀宁独秀教育基金会,,30.74287,116.84423,安徽省安庆市怀宁县,340822,中国,安徽省,安庆市,怀宁县,
饶平余氏教育基金会,,23.67087,117.00105,广东省潮州市饶平县中山路,445122,中国,广东省,潮州市,饶平县,中山路
社光合作医疗基金会,,23.6453,116.672,广东省潮州市湘桥区,445102,中国,广东省,潮州市,湘桥区,
溪南基金会,,23.54548,116.4121,广东省揭阳市榕城区环市东路,445202,中国,广东省,揭阳市,榕城区,环市东路
广东省潮商公益基金会,,23.361,116.74317,广东省汕头市龙湖区金晖北街,440507,中国,广东省,汕头市,龙湖区,金晖北街
汕头市教育基金会,,23.36416,116.74303,广东省汕头市龙湖区长平东路,440507,中国,广东省,汕头市,龙湖区,长平东路
星河奖基金会汕头市分会,,23.36416,116.74303,广东省汕头市龙湖区长平东路,440507,中国,广东省,汕头市,龙湖区,长平东路
汕头市慈善总会潮善公益基金会秘书处,,23.38399,116.72091,广东省汕头市龙湖区科技东路,440507,中国,广东省,汕头市,龙湖区,科技东路
锡林郭勒盟扶贫基金会,,43.95196,116.1117,内蒙古自治区锡林郭勒盟锡林浩特市那达慕大街,152502,中国,内蒙古自治区,锡林郭勒盟,锡林浩特市,那达慕大街
广西帮帮忙基金会北京办事处,,40.11425,116.37662,北京市昌平区定泗路,110114,中国,北京市,北京市,昌平区,定泗路
中国残疾人福利基金会红烛爱心基地,,40.1289,116.12807,北京市昌平区后二路,110114,中国,北京市,北京市,昌平区,后二路
中国下一代教育基金会德惠智教育文化基金,,40.24328,116.36639,北京市昌平区香堂环路,110114,中国,北京市,北京市,昌平区,香堂环路
中国文物保护基金会修复鉴定专项基金管理委员会,,40.29661,116.24671,北京市昌平区昌赤路,110114,中国,北京市,北京市,昌平区,昌赤路
中国扶贫基金会,,39.96861,116.32365,北京市海淀区双榆树三街,110108,中国,北京市,北京市,海淀区,双榆树三街
中国光华科技基金会,,39.94516,116.39527,北京市东城区国旺胡同,110101,中国,北京市,北京市,东城区,国旺胡同
北京市残疾人福利基金会,广安门内大街316号,39.88896,116.35572,北京市西城区广安门内大街316号,110102,中国,北京市,北京市,西城区,广安门内大街
中国青少年发展基金会,北兵马司胡同29号,39.93856,116.40764,北京市东城区后圆恩寺胡同北兵马司胡同29号,110101,中国,北京市,北京市,东城区,后圆恩寺胡同
中国法律援助基金会,,39.89859,116.35214,北京市西城区莲花池东路,110102,中国,北京市,北京市,西城区,莲花池东路
北京市国际高尔夫发展基金会,,39.96085,116.3032,北京市海淀区万柳东路,110108,中国,北京市,北京市,海淀区,万柳东路
中国教育发展基金会,,39.91177,116.37075,北京市西城区大木仓胡同,110102,中国,北京市,北京市,西城区,大木仓胡同
中国人民大学教育基金会,中关村大街59号,39.97044,116.31186,北京市海淀区苏州街中关村大街59号,110108,中国,北京市,北京市,海淀区,苏州街
中国残疾人福利基金会,北池子大街44号,39.92037,116.40287,北京市东城区北池子大街44号,110101,中国,北京市,北京市,东城区,北池子大街
中国智慧科技基金会,太平路乙23号,39.90001,116.29011,北京市海淀区太平路乙23号,110108,中国,北京市,北京市,海淀区,太平路
中国孔子基金会,,39.95422,116.38509,北京市西城区六铺炕街,110102,中国,北京市,北京市,西城区,六铺炕街
北京大学教育基金会,,39.99667,116.31045,北京市海淀区清华西路,110108,中国,北京市,北京市,海淀区,清华西路
中国宋庆龄基金会,,39.9709,116.391,北京市西城区裕民东路,110102,中国,北京市,北京市,西城区,裕民东路
北京奥运城市发展基金会,北辰东路15号,40.00358,116.39211,北京市朝阳区大屯路北辰东路15号,110105,中国,北京市,北京市,朝阳区,大屯路
中国医学基金会,东文昌胡同4号,39.90611,116.38759,北京市西城区东文昌胡同4号,110102,中国,北京市,北京市,西城区,东文昌胡同
中国韬奋基金会,沙滩后街55号,39.92635,116.40166,北京市东城区东高房胡同沙滩后街55号,110101,中国,北京市,北京市,东城区,东高房胡同
中国和平发展基金会,万寿路15号,39.91551,116.29467,北京市海淀区万寿路15号,110108,中国,北京市,北京市,海淀区,万寿路
中国人口福利基金会,,39.95163,116.32776,北京市海淀区大慧寺路,110108,中国,北京市,北京市,海淀区,大慧寺路
北京怡海公益基金会,南四环西路129号,39.83211,116.29951,北京市丰台区南四环西路辅路南四环西路129号,110106,中国,北京市,北京市,丰台区,南四环西路辅路
北京老舍文艺基金会,前门西大街95号,39.90068,116.3834,北京市西城区宣武门东大街前门西大街95号,110102,中国,北京市,北京市,西城区,宣武门东大街
北京市希望公益基金会,,39.87315,116.35755,北京市西城区右安门内西街,110102,中国,北京市,北京市,西城区,右安门内西街
中国社会福利教育基金会(北新华街),北新华街45号,39.90234,116.38355,北京市西城区北新华街45号,110102,中国,北京市,北京市,西城区,北新华街
中国发展研究基金会,德胜门东大街8号,39.94831,116.38943,北京市西城区西绦胡同德胜门东大街8号,110102,中国,北京市,北京市,西城区,西绦胡同
北京医学奖励基金会,枣林前街35号,39.8835,116.35783,北京市西城区枣林前街35号,110102,中国,北京市,北京市,西城区,枣林前街
中国下一代教育基金会,皮库胡同246号,39.90972,116.36905,北京市西城区中京畿道皮库胡同246号,110102,中国,北京市,北京市,西城区,中京畿道
北京理工大学教育基金会,,39.9602,116.31435,北京市海淀区魏公村路,110108,中国,北京市,北京市,海淀区,魏公村路
北京市李桓英医学基金会,永安路95号,39.88466,116.39109,北京市西城区西经路永安路95号,110102,中国,北京市,北京市,西城区,西经路
北京航空航天大学教育基金会,学院路37号,39.98208,116.34925,北京市海淀区学院路37号,110108,中国,北京市,北京市,海淀区,学院路
北京精瑞住宅科技基金会,,39.94376,116.35029,北京市海淀区高梁桥斜街,110108,中国,北京市,北京市,海淀区,高梁桥斜街
北京市发展侨务事业基金会,西直门内大街118号,39.94003,116.36782,北京市西城区赵登禹路西直门内大街118号,110102,中国,北京市,北京市,西城区,赵登禹路
北京外国语大学教育基金会,西三环北路2号,39.95548,116.31524,北京市海淀区魏公村路西三环北路2号,110108,中国,北京市,北京市,海淀区,魏公村路
北京邮电大学教育基金会,,39.96188,116.35798,北京市海淀区西土城路,110108,中国,北京市,北京市,海淀区,西土城路
中国国际人才交流基金会,中关村南大街1号,39.96415,116.31744,北京市海淀区北三环西路辅路中关村南大街1号,110108,中国,北京市,北京市,海淀区,北三环西路辅路
北京水墨公益基金会,,39.87883,116.38784,北京市西城区太平街,110102,中国,北京市,北京市,西城区,太平街
中国牙病防治基金会,中关村南大街22号,39.95258,116.32422,北京市海淀区大慧寺路中关村南大街22号,110108,中国,北京市,北京市,海淀区,大慧寺路
北京民族文化遗产保护基金会,北辰东路15号,39.98312,116.39257,北京市朝阳区北辰路北辰东路15号,110105,中国,北京市,北京市,朝阳区,北辰路
中国绿化基金会(魏公村路),魏公村路4号,39.95621,116.32143,北京市海淀区魏公村路4号,110108,中国,北京市,北京市,海淀区,魏公村路
中国医药卫生事业发展基金会(鼓楼西大街),鼓楼西大街154号,39.94503,116.38612,北京市西城区鼓楼西大街154号,110102,中国,北京市,北京市,西城区,鼓楼西大街
中国老龄事业发展基金会(旌勇里),,39.93392,116.38339,北京市西城区地安门西大街,110102,中国,北京市,北京市,西城区,地安门西大街
北京达理公益基金会,金融大街33号,39.91084,116.35854,北京市西城区兴盛街金融大街33号,110102,中国,北京市,北京市,西城区,兴盛街
中国儿童少年基金会,,39.98786,116.31546,北京市海淀区海淀路,110108,中国,北京市,北京市,海淀区,海淀路
北京市体育基金会,永定门西街11号,39.87343,116.39597,北京市西城区永定门西街11号,110102,中国,北京市,北京市,西城区,永定门西街
中国生物多样性保护基金会,西三环北路27号,39.9484,116.3086,北京市海淀区西三环北路辅路西三环北路27号,110108,中国,北京市,北京市,海淀区,西三环北路辅路
中国预防性病艾滋病基金会,中关村南大街32号,39.94857,116.32512,北京市海淀区大慧寺路中关村南大街32号,110108,中国,北京市,北京市,海淀区,大慧寺路
中国人口福利基金会(中关村南大街),中关村南大街甲18号,39.9532,116.32473,北京市海淀区大慧寺路中关村南大街甲18号,110108,中国,北京市,北京市,海淀区,大慧寺路
北京于若木慈善基金会,白石桥路45号,39.94111,116.32406,北京市海淀区西直门外大街白石桥路45号,110108,中国,北京市,北京市,海淀区,西直门外大街
北京中国矿业大学教育基金会,学院路丁11号,39.99816,116.35038,北京市海淀区学院路丁11号,110108,中国,北京市,北京市,海淀区,学院路
中国科学技术发展基金会,学院南路86号,39.95661,116.32429,北京市海淀区学院南路86号,110108,中国,北京市,北京市,海淀区,学院南路
北京感恩公益基金会,,39.89644,116.3664,北京市西城区下斜街,110102,中国,北京市,北京市,西城区,下斜街
中国社会福利教育基金会(白广路),白广路7号院,39.88464,116.35768,北京市西城区枣林前街白广路7号院,110102,中国,北京市,北京市,西城区,枣林前街
中国金融教育发展基金会,金融大街35号,39.90982,116.35816,北京市西城区复兴门北顺城街金融大街35号,110102,中国,北京市,北京市,西城区,复兴门北顺城街
中国社会福利基金会,外环路10-1号,39.82238,116.2836,北京市丰台区六圈西路外环路10-1号,110106,中国,北京市,北京市,丰台区,六圈西路
中国陶行知基金会,北三环中路46号,39.96735,116.35876,北京市海淀区北三环中路辅路北三环中路46号,110108,中国,北京市,北京市,海淀区,北三环中路辅路
中国健康促进基金会,,39.92344,116.30439,北京市海淀区阜成路,110108,中国,北京市,北京市,海淀区,阜成路
北京工商大学教育基金会,阜成路11号,39.92642,116.31522,北京市海淀区阜成路北三街阜成路11号,110108,中国,北京市,北京市,海淀区,阜成路北三街
中国听力医学发展基金会,西三环北路50号院,39.93927,116.31366,北京市海淀区昌运宫路西三环北路50号院,110108,中国,北京市,北京市,海淀区,昌运宫路
中国古生物化石保护基金会,砖塔胡同56号,39.92211,116.37057,北京市西城区砖塔胡同56号,110102,中国,北京市,北京市,西城区,砖塔胡同
中国社会福利基金会(S50北五环辅路),北辰东路15号,40.02462,116.39884,北京市朝阳区来广营西路北辰东路15号,110105,中国,北京市,北京市,朝阳区,来广营西路
北京吴英恺医学发展基金会,安贞路2号,39.97297,116.40227,北京市朝阳区安贞路2号,110105,中国,北京市,北京市,朝阳区,安贞路
北京王忠诚医学基金会,石景山路5号,39.90777,116.24712,北京市石景山区石景山路5号,110107,中国,北京市,北京市,石景山区,石景山路
北京健康长城公益基金会,,40.0985,116.28997,北京市昌平区6国道辅路,110114,中国,北京市,北京市,昌平区,6国道辅路
北京成龙慈善基金会,白广路1号,39.88782,116.3578,北京市西城区德源胡同白广路1号,110102,中国,北京市,北京市,西城区,德源胡同
中国航天基金会,,39.98716,116.38535,北京市朝阳区北四环中路辅路,110105,中国,北京市,北京市,朝阳区,北四环中路辅路
中国出生缺陷干预救助基金会,,40.00207,116.40859,北京市朝阳区安立路,110105,中国,北京市,北京市,朝阳区,安立路
中国老龄事业发展基金会,,39.9134,116.29618,北京市海淀区玉渊潭南路,110108,中国,北京市,北京市,海淀区,玉渊潭南路
中国下一代教育基金会,,39.98851,116.36745,北京市海淀区志新东路,110108,中国,北京市,北京市,海淀区,志新东路
中国文物保护基金会,北三环西路甲31号,39.96809,116.33803,北京市海淀区北三环西路辅路北三环西路甲31号,110108,中国,北京市,北京市,海淀区,北三环西路辅路
中国初级卫生保健基金会,,39.95928,116.40715,北京市东城区青年湖北街,110101,中国,北京市,北京市,东城区,青年湖北街
中国老龄事业发展基金会,石头胡同35号,39.89299,116.39087,北京市西城区石头胡同35号,110102,中国,北京市,北京市,西城区,石头胡同
中国儿童少年基金会,沙滩后街55号,39.92558,116.40165,北京市东城区沙滩后街55号,110101,中国,北京市,北京市,东城区,沙滩后街
中国宋庆龄基金会机关服务中心,,39.97107,116.39074,北京市西城区裕民东路,110102,中国,北京市,北京市,西城区,裕民东路
三一公益基金会,中关村北二条13号,39.99142,116.32362,北京市海淀区成府路中关村北二条13号,110108,中国,北京市,北京市,海淀区,成府路
中国下一代教育基金会校外教育示范基地,小屯路9号,39.88856,116.25247,北京市丰台区吴家村路小屯路9号,110106,中国,北京市,北京市,丰台区,吴家村路
中国友好和平发展基金会中国民办高校扶助基金,万寿西街2号,39.90952,116.29459,北京市海淀区万寿路万寿西街2号,110108,中国,北京市,北京市,海淀区,万寿路
中国初级卫生保健基金会佑安肝病艾滋病基金,,39.86642,116.35459,北京市丰台区玉林西路,110106,中国,北京市,北京市,丰台区,玉林西路
中国青少年发展基金会社会与文化委员会,,39.9709,116.391,北京市西城区裕民东路,110102,中国,北京市,北京市,西城区,裕民东路
中国儿童少年基金会小知音艺术团,巴沟南路35号,39.96875,116.29986,北京市海淀区万泉庄路巴沟南路35号,110108,中国,北京市,北京市,海淀区,万泉庄路
中国文物保护基金会科技保护专项基金管理委员会,清华西路28号,40.002,116.31146,北京市海淀区清华西路28号,110108,中国,北京市,北京市,海淀区,清华西路
中华孤残儿童基金会美国北京办事处,阜成门外大街41-1号,39.92379,116.33753,北京市西城区百万庄南街阜成门外大街41-1号,110102,中国,北京市,北京市,西城区,百万庄南街
北京科技大学-中国博士后科学基金会,,39.98823,116.36198,北京市海淀区北四环中路辅路,110108,中国,北京市,北京市,海淀区,北四环中路辅路
